timestamp,review,sentiment,value
2025-12-25 23:19:30,aplikasi yg MEMPERSULIT orang. susah sekali mau log in. berbenah coba. !,Negative,0
2025-12-25 23:19:30,gabisa d gunakan selalu eror,Negative,0
2025-12-25 23:19:30,Sulit login,Negative,0
2025-12-25 23:19:30,"orang mau berobat captcha nya muter2 doank, gk ad yg monitoring aplikasinya apa?",Negative,0
2025-12-25 23:19:30,sangat membantu,Positive,1
2025-12-25 23:19:30,"sering logout sendiri, di samsung S23 ultra. Setiap ada update selalu logout. Ini captcha nya error jadi tidak bisa login. Tolong ya kak",Negative,0
2025-12-25 23:19:30,servernya lemot,Negative,0
2025-12-25 23:19:30,"Pasword sydwh benar dan captcha sudah bener masih saja gak bisa,,,apa sih maunya aplikasi ini",Negative,0
2025-12-25 23:19:30,ini yang bikin aplikasi niat ga ?? errorr terusss sistem nya !!!! coba lagi coba lagi,Negative,0
2025-12-25 23:19:30,aplikasi aneh gangguan mulu duit nya di korup mulu sih engga bner kalah ama server roblox,Negative,0
2025-12-25 23:19:30,login susah banget,Negative,0
2025-12-25 23:19:30,"gabisa login, padahal kuota aman jaringan pun stabil",Negative,0
2025-12-25 23:19:30,"suka tiba-tiba keluar sendiri pas mau masuk lagi gak bisa,, loading terus,, payah",Negative,0
2025-12-25 23:19:30,Tidak bisa login walau sinyal dan identitas telah dimasukkan dengan benar.,Negative,0
2025-12-25 23:19:30,keluar mulu dan susah masuknya,Negative,0
2025-12-25 23:19:30,susah buat akun bnyk bug,Negative,0
2025-12-25 23:19:30,kenapa ini jaringan ?? tidak bisa masuk,Negative,0
2025-12-25 23:19:30,kenapa ya sekarang eror Mulu tolong lah perbaiki kekurang nya,Negative,0
2025-12-25 23:19:30,error mulu 🙄,Negative,0
2025-12-25 23:19:30,Aplikasi nyusahin..... ERORRRRRRRRRR NGGA BISA MASUK,Negative,0
2025-12-25 23:19:30,"ini aplikasi bobrok banget dah gilaa mau login sama buat akun susah nya minta ampun, giliran makan uang rakyat aja cepet",Negative,0
2025-12-25 23:19:30,ok,Positive,1
2025-12-25 23:19:30,ribet jncok kita mau berobat mlh d persulit tinggal dtng daftar mlh d sruh pke apk login ngk mau msuk msuk INTINYA RIBETTT,Negative,0
2025-12-25 23:19:30,"Mau dipake pendaftaran, login ajh susah, minta tolong diperbaiki Trimakasih",Negative,0
2025-12-25 23:19:30,ada beberapa kendala tapi overall bagus,Positive,1
2025-12-25 23:19:30,dapat membantu orang orang,Positive,1
2025-12-25 23:19:30,error. ga bisa ambil antrian,Negative,0
2025-12-25 23:19:30,cepat responnya dan mudah menggunakan nya,Positive,1
2025-12-25 23:19:30,Sangat Membantu terima kasij mobile jkn,Positive,1
2025-12-25 23:19:30,bikin ribet doang 😄,Negative,0
2025-12-25 23:19:30,habis periksa poli umum dan akan daftar untuk poli gigi hari selanjutnya tidak dapat masuk karena riwayat pendaftaran masih dan tidak ada menu hapus riwayat daftar tak kasih bintang 2 dulu,Negative,0
2025-12-25 23:19:30,mantap aplikasinya sangat membantu,Positive,1
2025-12-25 23:19:30,mantap sangat membantu,Positive,1
2025-12-25 23:19:30,sangat membantu,Positive,1
2025-12-25 23:19:30,Alhamdulillah sekarang sudah bisa cuma ya masih bingung kok bisa nomor dibilang sudah dipakai padahal belum pernah buat sebelumnya,Negative,0
2025-12-25 23:19:30,"ini aplikasi jkn knp. erory ketutup sendiri hrs masuk dftr ulang.. kita nih ngecek aplikasi utk byr.. aneh bngt.. bikin ribet dftr ulang mskin no nik dll.. jgn di bikin ribet lah.. kita byr tepat wkt utk. di pake aj kagak. inibpjs.. cuma untuk cek mau BAYAR.. di buat ribet dh berkali"" hrs login awal.. hbskan wkt aj.. nungak juga kagak pernah.. tepat waktu.. zonk bngt.. mau byr aj di susah"" apa lagi kalo gk bayar...",Negative,0
2025-12-25 23:19:30,mudah menggunakannya,Positive,1
2025-12-25 23:19:30,"update mulu, giliran login tidak bisa masuk,mau ganti kata sandi kode OTP tidak dikirim kan.",Negative,0
2025-12-25 23:19:30,sangat membantu,Positive,1
2025-12-25 23:19:30,ok,Positive,1
2025-12-25 23:19:30,aplikasinya bagus sekali,Positive,1
2025-12-25 23:19:30,aplikasi tidak berguna dan menyusahkan,Negative,0
2025-12-25 23:19:31,ok bet,Positive,1
2025-12-25 23:19:31,"susah amat mau verifikasi minta kode wa kita ke wa kembali ke jkn dah ilang, begitu terus, minta kode mail, kita tinggal buka mail kembali ke halaman jkn dah ilang lagi..",Negative,0
2025-12-25 23:19:31,sangat membantu,Positive,1
2025-12-25 23:19:31,sangat membantu,Positive,1
2025-12-25 23:19:31,memudahkan kita untuk meningkatkan kesehatan,Positive,1
2025-12-25 23:19:31,mantap,Positive,1
2025-12-25 23:19:31,kode di SMS gak masuk2 pulsa udah abis hadeh,Negative,0
2025-12-25 23:19:31,sangat membantu,Positive,1
2025-12-25 23:19:31,"verifikasi wajah gabisa, daftar ambil antrian jg gabisa",Negative,0
2025-12-25 23:19:31,"satu dari ribuan layanan pemerintah yang tidak ribet, tidak berbelit-belit dan sangat membantu masyarakat benar benar berdedikasi untuk melayani masyarakat dan integritas tinggi defenisi sebenarnya dari integritas dan melayani dengan sepenuh hati adalah cerminan dari JKN mobile",Positive,1
2025-12-25 23:19:31,respon cepat,Positive,1
2025-12-25 23:19:31,"mempermudah urusan utk mengubah data peserta jg faskes pertama,mantap moga dpt dipermudah segala urusannya,terimakasih",Positive,1
2025-12-25 23:19:31,banyak eror nya ini aplikasi,Negative,0
2025-12-25 23:19:31,sudah bagus mantap,Positive,1
2025-12-25 23:19:31,Sangat membantu dan mempermudah,Positive,1
2025-12-25 23:19:31,sangat mebantu,Positive,1
2025-12-25 23:19:31,sudah 2 minggu ngebug terus..padahal saya butuh buat ambil antrian..tolong diperbaiki..,Negative,0
2025-12-25 23:19:31,tolong sediakan fitur ss,Negative,0
2025-12-25 23:19:31,"susah login, katanya no antian rs biar cepat lewat aplikasi ini nyatanya login aja susah banget",Negative,0
2025-12-25 23:19:31,mantap,Positive,1
2025-12-25 23:19:31,"Saya login apk tp logout sendiri dan ada keterangan udh login di perangkat lain. Saat itu saya langsung amanin akun dan ganti passowrd. Tp pas login kenapa ga jadi ya? NIK, password dan kode captcha udh bener tp salah mulu ga bisa masuk. Tolong dibantu buat menyelesaikan masalah ini.",Negative,0
2025-12-25 23:19:31,terima kasih,Positive,1
2025-12-25 23:19:31,luar biasa hebat,Positive,1
2025-12-25 23:19:31,Udah berulang kali minta kode verifikasi otp kagak pernah muncul,Negative,0
2025-12-25 23:19:31,apakah aplikasi ini bisa di akses 2 KK kalau bisa caranya gimna?,Negative,0
2025-12-25 23:19:31,sangat membantu... ga usah ribet datang ke kantor BPJS dan lama ngantri... tinggal klik klik beres.... terus banyak fitur dan kelebihan nya LG .. ga percaya download donk...,Positive,1
2025-12-25 23:19:31,memudahkan peserta..dlm urusan kesehatan.ke RSUD,Positive,1
2025-12-25 23:19:31,"Saya mau nambah peserta untuk anak saya, tapi nggak bisa dengan alasan bayi baru lahir, padahal jelas-jelas data yang saya isi tahun lahir anak saya 2023, Ini terjadi berulang, dari 2023, 2024, dan bahkan sekarang 2025 saya coba lagi, ternyata masih nggak bisa.. tolong dong,",Negative,0
2025-12-25 23:19:31,kurang nya no antrian suka ngilang sndri jdi susah liat nya lagi,Negative,0
2025-12-25 23:19:31,aplikasinya sangat memudahkan saya dan keluarga,Positive,1
2025-12-25 23:19:31,membantu memudahkan pendaftaran,Positive,1
2025-12-25 23:19:31,"sering keluar sendiri dari aplikasi jkn,kemudian login lagi susah masuk",Negative,0
2025-12-25 23:19:31,ok bgd,Positive,1
2025-12-25 23:19:31,mudah,Positive,1
2025-12-25 23:19:31,ini aplikasi gimana ya.. suka log out sendiri.. mau daftar antrian buat kontrol susah padahal rujukan sudah baru. kan capek harus log in terus. setelah coba log in gak bisa.. ngisi data sudah benar2. malah suruh mengulang2 terus.,Negative,0
2025-12-25 23:19:31,proses perubahan data cepat terima kasih,Positive,1
2025-12-25 23:19:31,Bagus banyak kemajuan dan sangat bermanfaat.,Positive,1
2025-12-25 23:19:31,akun sering keluar sendiri,Negative,0
2025-12-25 23:19:31,mantap jaya,Positive,1
2025-12-25 23:19:31,"nice pertahankan jgn berhenti ditengah jalan, kebiasaan pemerintah ganti pimpinan ganti aplikasi, kalo sudah bagus lanjutkan dan lebih dilengkapi dan di tingkatkan kecepatan servernya agar makin baik aplikasinya",Positive,1
2025-12-25 23:19:31,semoga kedepan nya makin lancar,Positive,1
2025-12-25 23:19:31,abis di update... log-in ulang lagi.. di login GK bisa ... pakai lupa sandi ..no verifikasi gak di kirim.. coba hari berikutnya sama aja .. Ampe sekarang masih gak bisa.. pakai cara apalagi supaya bisa log- in,Negative,0
2025-12-25 23:19:31,"Alhamdulillah semakin mudah dan semakin terbantu berkat adanya mobile jkn periksa lebih gampang, banyak informasi nya juga terima kasih jkn 🙏👍👍👍👍👍👍🔥🔥🔥🔥",Positive,1
2025-12-25 23:19:31,"KENAPA TIBA-TIBA LOGOUT, APLIKASI RIBET, KEBANYAKAN CHAPTA!!!!!",Negative,0
2025-12-25 23:19:31,sangat membantu,Positive,1
2025-12-25 23:19:31,"seperti aplikasi pemerintah pada umumnya, TIDAK cepat, TIDAK lancar, sering TIDAK berhasil input data tidak bisa daftar online sudah 1 Minggu lebih, dengan keterangan kuota penuh, sudah dipastikan di klinik yg saya tuju, masih kosong pendaftaran atau kuota tersedia, anak saya sedang tambal gigi, padahal tambalan sementara harus di lepas tapi ternyata gak bisa daftar online dan kejadian ini tidak hanya di M JKN saya, keluarga lain juga mengalami hal sama, ayolah",Negative,0
2025-12-25 23:19:31,"tidak bisa masuk, aplikasi parah",Negative,0
2025-12-25 23:19:31,ok mantap,Positive,1
2025-12-25 23:19:31,mantap,Positive,1
2025-12-25 23:19:31,sangat membantu,Positive,1
2025-12-25 23:19:31,sangat membantu saat menjalani perawatan,Positive,1
2025-12-25 23:19:31,Kenapa ya susah banget ngirim kode otp doang. Trs ga ada kah pengaturan yang ngatur buat ganti nomer hp atau gmail. Tolonglah binding aplikasi ini sama gmail atau aplikasi lain tuh harus ada biar ga nyusahin jangan pas bikin akun doang 🤦‍♀️,Negative,0
2025-12-25 23:19:31,pelayanannya bagus,Positive,1
2025-12-25 23:19:31,mudah praktis aman untuk melakukan perubahan data secara online terimakasih,Positive,1
2025-12-25 23:19:31,sangat memudahkan untuk ambil antrian,Positive,1
2025-12-25 23:19:31,tambah ke sini tambah ribet tiap mau buka aplikasi harus login ulang bahkan sering gagal,Negative,0
2025-12-25 23:19:31,bagus,Positive,1
2025-12-25 23:19:31,"aneh sekali aplikasi mobile JKN ini, mau log in eh akun gak terdaftar, terus daftar pemberitahuannya akun sdh terdaftar, coba log in lagi malah tidak terdaftar..! bukannya dipermudah malah dipersulit!",Negative,0
2025-12-25 23:19:31,heran suka banget log out sendiri mau log in lagi lupa salah mulu password nya. ga bisa log in! capek!,Negative,0
2025-12-25 23:19:31,simple,Positive,1
2025-12-25 23:19:31,cukup unt.memudahkan urusan dlm kesehatan. meringankan dlm antrian pemeriksaan dll,Positive,1
2025-12-25 23:19:31,"Punya saya kenapa waktu mau ambil antrian tulisannya invalid-F1, terima kasih",Negative,0
2025-12-25 23:19:31,okeh,Positive,1
2025-12-25 23:19:31,isi nik udah bener di bilang salah memasukan nik sudah 2 x...gimana ini teh mau log in,Negative,0
2025-12-25 23:19:31,"Guamah gak paham sama mobile jkn ini.. Bener2 susah bgt mau daftar lagi dengan cara pilih lupa kata sandi, daftar pakai nomor hp malah gak masuk2 kode verifikasinya. Nyebelin ini bener2 mobile jkn",Negative,0
2025-12-25 23:19:31,aplikasi sering eror dan sulit masuk,Negative,0
2025-12-25 23:19:31,Mobil jkn lebih enak dan mudah.,Positive,1
2025-12-25 23:19:31,"tolong sistem lupa password nya di perbaiki, nomor verifikasi menuju sms dan email tidak muncul sama sekali padahal jaringan lancar, dan waktu pengiriman ulang nya 300 detik terlalu lama",Negative,0
2025-12-25 23:19:31,ok,Positive,1
2025-12-25 23:19:31,pengalaman adalah guru terbaik,Positive,1
2025-12-25 23:19:31,susahnya ganti nomor hp sampai kontrol RS saja terlewat gara ² gak bisa masuk lupa password...,Negative,0
2025-12-25 23:19:31,Aplikasi yang sangat membantu dan mudah digunakan,Positive,1
2025-12-25 23:19:31,parah kartu ada bulanan nggak pernah nunggak kok tiba 2 saya tidak terdaftar kacau2,Negative,0
2025-12-25 23:19:31,"aplikasi lemot, aplikasi sering log out tapi ga bisa login lagi. kirim kode otp via sms ga ada sms masuk samsek, kirim kode otp via email tapi email tidak terdaftar padahal sudah pernah login pake email. di suruh pake aplikasi tapi aplikasinya busuk banget. ketika dibutuhkan malah aplikasi eror, kalau urgent gimana dong",Negative,0
2025-12-25 23:19:31,mudah penggunaan nya,Positive,1
2025-12-25 23:19:31,ok,Positive,1
2025-12-25 23:19:31,sangat bobrok aplikasi jkn indonesia. bermasalah terus menerus. pelayanan sangat kecewa sekali. korupsi besar besaran aplikasinya saja bobrok apalagi pelayanan masyahrakat tidak di perbaiki. untuk apa ada aplikasi jkn kalo gak bisa di gunakan aplikasinya. bagai mana dengan pekerja yg sedang sakit yg membutuhkan bukti riwayat berobat untuk di berikan bukti ke perusahaan. jika tidak di lampirkan maka kami di potong gaji 1 hk. aplikasi bukan membantu malah menyusahkan saja.,Negative,0
2025-12-25 23:19:31,"saya mau bayar tunggakan, tapi ribet poll, udh pernah daftar hrs dftr lagi, trs mau masuk hrs langsung dihubungin ke autodebit, padahal kan saya mau benerin data dulu, byk yg blm disesuaikan. Mau chatt cs lewat mana ya?, jgn yg wa biasa krn itu bot/template semua, maunya sama org langsung yg solutif. proses autodebit juga ga selesai2, capek ngulangnya, mau pake nonbank jg katanya email tdk sesuai format, aneh!. suruh bikin pengaduan by jkn, orang LOGIN AJA BELUM! gimana caranya?, KOCAK",Negative,0
2025-12-25 23:19:31,mantap sangat membantu,Positive,1
2025-12-25 23:19:31,bagus mudah di pergunakan,Positive,1
2025-12-25 23:19:31,saya lupa pasport dan email susah banget masuk nya mohon di permudah cari cara lain agar bisa masuk,Negative,0
2025-12-25 23:19:31,bagus,Positive,1
2025-12-25 23:19:31,cepat,Positive,1
2025-12-25 23:19:31,aplikasi yang wajib di instal karena sangat membantu,Positive,1
2025-12-25 23:19:31,sangat baik,Positive,1
2025-12-25 23:19:31,"karena saya baru pindah faskes, ketika ingin melakukan pengambilan antrian selalu muncul pertanyaan , apakah ingin mendaftarkan rekam medis , sudah saya pilih option setuju, tetap saja selalu muncul pertanyaan itu, sehingga saya tidak bisa melakukan pengambilan antrian, kepada tim developer mohon untuk di atasi, agar aplikasi berfungsi seperti seharusnya",Negative,0
2025-12-25 23:19:31,"mau mengaktifkan kembali kartu BPJS kesehatan,",Negative,0
2025-12-25 23:19:31,sangat membantu,Positive,1
2025-12-25 23:19:31,"lebih baik, semoga lancar selalu",Positive,1
2025-12-25 23:19:31,pelayanan mudah dan cepat,Positive,1
2025-12-25 23:19:31,aplikasilu ribet sat. nomer tlpn udah bener dibilang salah. mana bikin skck suru bikin bpjs beban lu,Negative,0
2025-12-25 23:19:31,baru download semoga bermanfaat,Positive,1
2025-12-25 23:19:31,apik tenan,Positive,1
2025-12-25 23:19:31,aplikasi lebih mudah dan cepat untuk proses administrasi kesehatan,Positive,1
2025-12-25 23:19:31,mudah dan bisa ganti faskes,Positive,1
2025-12-25 23:19:31,Alhamdulillah sekarang aoknya lebih baik dan gk ngekek kyk dulu,Positive,1
2025-12-25 23:19:31,bermafaat untk kesehatan diri,Positive,1
2025-12-25 23:19:31,kemudahan berobat,Positive,1
2025-12-25 23:19:31,bagus cepat sigap,Positive,1
2025-12-25 23:19:31,2021 ⭐ sekarang sudah bagus sekali aplikasinya trimkasih utk upgrade nya,Positive,1
2025-12-25 23:19:31,Tingkat lagi fasilitas untuk masyarakat,Positive,1
2025-12-25 23:19:31,mudah cepat,Positive,1
2025-12-25 23:19:31,layanan terbaik 👍,Positive,1
2025-12-25 23:19:31,"booking H-1 selalu error ga jelas, udah mah sulit, aplikasi nya pun masih sampah",Negative,0
2025-12-25 23:19:31,bagus,Positive,1
2025-12-25 23:19:31,sangat membantu,Positive,1
2025-12-25 23:19:31,sangat membantu,Positive,1
2025-12-25 23:19:31,Saya ko tidak menerima nomor otp dari jkn,Negative,0
2025-12-25 23:19:31,sangat membantu masyarakat,Positive,1
2025-12-25 23:19:31,aplikasi ini sangat berguna🩷,Positive,1
2025-12-25 23:19:31,ok,Positive,1
2025-12-25 23:19:31,bagaian aotu debet harus pake mama verifikasi ga keluar kodenya saya lau mindahin faske ga bisa bisa tolong ya saya ingin mindahin faskes,Negative,0
2025-12-25 23:19:31,Tolonglah masa cuman tutup app bentar buat lihat verifikasi WhatsApp langsung keulang proses daftarnya lagi,Negative,0
2025-12-25 23:19:31,mantap,Positive,1
2025-12-25 23:19:31,suka erro aja sih klau sering2 di buka pdhal siyal full,Negative,0
2025-12-25 23:19:31,trmkasih,Positive,1
2025-12-25 23:19:31,"Aplikasi yang sangat membantu, terimakasih",Positive,1
2025-12-25 23:19:31,Cukup baik,Positive,1
2025-12-25 23:19:31,"kinerja apk nya buruk,, susah log in..",Negative,0
2025-12-25 23:19:31,good,Positive,1
2025-12-25 23:19:31,"semua aplikasi plat merah (pemerintah) busuk semua. registrasi di aplikasi sulitnya bukan main, recognition wajah gagal terus",Negative,0
2025-12-25 23:19:31,aplikasi rusak. permintaan tidak dapat diproses tunggu beberapa saat lagi. beberapa saat berapa lama? udh 2 hari gitu terus. bikin aplikasi yg bener jangan korupsi doang diprioritasin,Negative,0
2025-12-25 23:19:31,jelas dan akurat dan memudahkan,Positive,1
2025-12-25 23:19:31,bagus siip,Positive,1
2025-12-25 23:19:31,tiap verifikasi balik deui KA awal susah daftar,Negative,0
2025-12-25 23:19:31,mantap,Positive,1
2025-12-25 23:19:31,Kalau lupa kata sandi...dan kirim kode ke nomor yang terdaftar gak masuk2. jelek nya...,Negative,0
2025-12-25 23:19:31,lebih ditingkatkan lagi,Positive,1
2025-12-25 23:19:31,"Chaptcha loading terus tidak bisa terbuka,jadi tidak bisa login. Mohon di perbaiki.",Negative,0
2025-12-25 23:19:31,ok mantapp,Positive,1
2025-12-25 23:19:31,"bikin ribett susah aja mau berobat, bener"" gapenting make"" bginian jadi makin bikin lama ribettt gajelasss",Negative,0
2025-12-25 23:19:31,Good Job,Positive,1
2025-12-25 23:19:31,Sangat bermanfaat tapi aplikasinya sering error. jelek,Negative,0
2025-12-25 23:19:31,"aplikasi burik, terus2an ga bisa, ganguan ntah apa yang gangguan padahal semua aman dari jaringan sampai apk udah versi update",Negative,0
2025-12-25 23:19:31,layanan cepat dan akurat,Positive,1
2025-12-25 23:19:31,bagus,Positive,1
2025-12-25 23:19:31,daftar online nya gak bisa boss... gak efisien,Positive,1
2025-12-25 23:19:31,mantap,Positive,1
2025-12-25 23:19:31,baik,Positive,1
2025-12-25 23:19:31,"biasa aplikasi pemerintah, ribet ndk gak jelas. mo login aja di putar².",Negative,0
2025-12-25 23:19:31,bagus,Positive,1
2025-12-25 23:19:31,ga bisa d buka eror trus,Negative,0
2025-12-25 23:19:31,"setiap pembaharuan suka keluar akun terus, dan susah untuk menanyakan lupa sandi",Negative,0
2025-12-25 23:19:31,"Tinggal tingkat kan untuk Verifikasi Wajah , sering Gagal klu di gunakan 🙂",Positive,1
2025-12-25 23:19:31,aplikasinya keren,Positive,1
2025-12-25 23:19:31,mantap,Positive,1
2025-12-25 23:19:31,Sangat membantu,Positive,1
2025-12-25 23:19:31,"mohon maaf ini tiket yg sudah dipesan tidak bisa di screenshot, terus klo mau cari lagi dimana? kurang informatif nama menunya dan juga saya masih bingung cara ubah email terdaftar, liat di tiktok atau hubungi call center malah ditutup wkwkkkk jgn mempersulit lah!",Negative,0
2025-12-25 23:19:31,kasih bintang 5 biar gak apa kali,Negative,0
2025-12-25 23:19:31,awal yang bagus,Positive,1
2025-12-25 23:19:31,bagus lah membantu gk ribet,Positive,1
2025-12-25 23:19:31,gak bisa login,Negative,0
2025-12-25 23:19:31,pelayanan online nya sangat cepat dan udah terimakasih 🙏,Positive,1
2025-12-25 23:19:31,"tidak bisa mengirim penilaian kesan n pesan stelah berobat ,, gagal terussss",Negative,0
2025-12-25 23:19:31,"baik ,hanya saja suka keluar secara tiba tiba",Positive,1
2025-12-25 23:19:31,"bro,perbaiki lagi system antriannya,saat pas mau kontrol ke faskes 3 mesti ga muncul rujukannya padahal sudah daftar ke faskes 3",Negative,0
2025-12-25 23:19:31,Mantap Betul aplikasinya..Banyak bermanfaat buat semua orang.,Positive,1
2025-12-25 23:19:31,godd job,Positive,1
2025-12-25 23:19:31,"aplikasi tidak jelas, selalu ke logout sendiri. bukannya mempermudah malah menyusahkan.",Negative,0
2025-12-25 23:19:31,gak bisa digunakan,Positive,1
2025-12-25 23:19:31,"bermanfaat, good job",Positive,1
2025-12-25 23:19:31,sangat membantu kesehatan terjamin,Positive,1
2025-12-25 23:19:31,"sangat amat membantu ,biarkan bintang yg mnjwb",Positive,1
2025-12-25 23:19:31,good,Positive,1
2025-12-25 23:19:31,mudah,Positive,1
2025-12-25 23:19:31,jd lebih mudah karena ada apk ini,Positive,1
2025-12-25 23:19:31,kartu bpjs bapak dan mama ku keluar setelah di perbaharui yang tersisa hanya kartu bpjsku saja,Negative,0
2025-12-25 23:19:31,terimakasih sangat membantu,Positive,1
2025-12-25 23:19:31,sangat baik,Positive,1
2025-12-25 23:19:31,nice,Positive,1
2025-12-25 23:19:31,mantap.,Positive,1
2025-12-25 23:19:31,mantab,Positive,1
2025-12-25 23:19:31,aplikasi ini sangat membantu dan mempermudah dalam pengurusan pelayanan kesehatan,Positive,1
2025-12-25 23:19:31,ok,Positive,1
2025-12-25 23:19:31,GOOD,Positive,1
2025-12-25 23:19:31,aplikasi mantaff,Negative,0
2025-12-25 23:19:31,ok,Positive,1
2025-12-25 23:19:31,aplikasi bukan ngebantu malah bikin pusing. logout sendiri pas masuk salah pasword jelas jelas pasword udh gua tulis di kertas masa salah. aplikasi bikin pusing ga ngebantu sama sekali,Negative,0
2025-12-25 23:19:31,"aplikasi gak guna, minta pin, tapi gak bisa masukin pin otomatis nya,",Negative,0
2025-12-25 23:19:31,"sangat ribet,tanggalnya tidak muncul terus,,apk jelek harus si perbaiki,,kalau yang sakit parah udah mati duluan.",Negative,0
2025-12-25 23:19:32,"EH KENAPA NOMOR GUA GAK TERLACAK PADAHAL GUA BAYAR.... APA PERLU NGAMUK DI KANTOR LOE... KENAPA NOMOR RUJUKAN BEDA2 INI KENAPA YA MUMET GUA NGURUSIN ATURAN PEMERINTAH INI. ATURAN BPJS BEDA DENGAN RUMAH SAKIT. PANTAS KALO BANYAK YANG NGAMUK SUDAH PELAYANANNYA LAMA, JELEK BANGET",Negative,0
2025-12-25 23:19:32,gabisa bikin apps,Negative,0
2025-12-25 23:19:32,bagus sgat membantu,Positive,1
2025-12-25 23:19:32,good,Positive,1
2025-12-25 23:19:32,aplikasi bobrok di buka aja gak bisa,Negative,0
2025-12-25 23:19:32,saat mendaftar mendapat banyak kesulitan ini salah itu salah Jahat banget sih bukan nya dipermudah apa apa sulit aplikasi jahat,Negative,0
2025-12-25 23:19:32,terimakasih sangat membantu untuk berobat keluarga saya,Positive,1
2025-12-25 23:19:32,bagus,Positive,1
2025-12-25 23:19:32,membantu banget,Positive,1
2025-12-25 23:19:32,"tolong, kembalikan aplikasinya seperti yang lalu. masa ambil antrean saja tidak bisa discreenshot. tidak semua orang punya ponsel masing2. minimal bisa di screenshot. toh, cuman nomor antrian untuk di tunjukkan ke petugas medis saja.",Negative,0
2025-12-25 23:19:32,pelayanan sangat baik,Positive,1
2025-12-25 23:19:32,susah sekali mau daftar... di bagian verifikasi wajahh selalu gagal.. ada 1 jam lebih verifikasi wajah selalu gagal... mempersulit !!!!,Negative,0
2025-12-25 23:19:32,mudah praktis,Positive,1
2025-12-25 23:19:32,ok membantu,Positive,1
2025-12-25 23:19:32,"aplikasi eror, tidak bisa pindah faskes dan pengaduan.",Negative,0
2025-12-25 23:19:32,burukk bangettt knpa akhir² ini aplikasny sering trouble jdi malas makeee,Negative,0
2025-12-25 23:19:32,Gimna mau ngirim video layar atau SS orang ngga bisa di ss/v layar .. di page login captcha muter trus ngga nongol-nongol.. kendala kaya gini udah lama banget ngga di betul²in kenapa?,Negative,0
2025-12-25 23:19:32,JELEK PISAN JKN NYA susah login mulu,Negative,0
2025-12-25 23:19:32,bagus,Positive,1
2025-12-25 23:19:32,sering logout sendiri,Negative,0
2025-12-25 23:19:32,"bukanya mempermudah malah mempersulit, kalau belum siap digitalisasi jangan maksain yang ada kaya gini. orang mau berobat dibuat susah gara2 aplikasi eror Mulu",Negative,0
2025-12-25 23:19:32,app kurang berkualitas mohon di upgrade biar gak lemot,Negative,0
